row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
5860,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.558,0.04,0.11,0.049,0.49,0.224,0.165,0.03,0.007,0.94,0.009,0.007,0.08548707753,0.3429423459,0.3568588469,0.2147117296,10,9,0.35,0.227,0.095,0.064,0.304,0.244,12,,16.97,2089,1659,a,8.9
5861,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.407,0.084,0.213,0.053,0.499,0.237,0.165,0.035,0.022,0.917,0,0.008,0.2450396825,0.376984127,0.244047619,0.1339285714,12,12,0.376,0.204,0.123,0.103,,0.328,14,4.57,24.99,3679,2459,b,21.9
5864,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.491,0.044,0.235,0.112,0.501,0.277,0.098,0.241,0.202,0.361,0.008,0.178,0.1061061061,0.1741741742,0.2742742743,0.4454454454,14,4,0.249,0.102,0.079,0.085,0.148,0.218,9,3.1,8.45,2240,1339,a,7.5
5866,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.479,0.063,0.202,0.087,0.498,0.208,0.161,0.022,0.226,0.725,0.005,0.013,0.1863543788,0.3584521385,0.2474541752,0.2077393075,9,10,0.345,0.291,0.127,0.103,,0.264,13,6.5,18.72,6740,2039,a,14.4
5867,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.498,0.05,0.26,0.108,0.518,0.181,0.226,0.076,0.105,0.761,0.004,0.039,0.09980237154,0.2944664032,0.3211462451,0.2845849802,9,12,0.237,0.202,0.108,0.098,0.179,0.202,11,4.47,13.92,1629,1130,b,14.9
5868,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.483,0.073,0.184,0.071,0.514,0.21,0.204,0.01,0.001,0.962,0.002,0.008,0.1442885772,0.4058116232,0.2945891784,0.1553106212,11,13,0.339,0.254,0.104,0.084,0.143,0.279,14,,24.18,4540,2599,b,13.8
5869,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.484,0.041,0.257,0.129,0.469,0.227,0.186,0.338,0.082,0.563,0.005,0.004,0.2152152152,0.3743743744,0.2672672673,0.1431431431,14,12,0.295,0.326,0.119,0.076,,0.293,9,,16.33,6829,1569,a,20.1
5870,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.343,0.114,0.189,0.072,0.493,0.204,0.182,0.005,0.003,0.972,0,0,0.2555331992,0.3561368209,0.2877263581,0.1006036217,9,13,0.287,0.317,0.11,0.075,,0.297,13,,18.65,16110,3139,b,21.6
5871,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.387,0.085,0.217,0.084,0.506,0.157,0.301,0.067,0.016,0.88,0.023,0.009,0.09670781893,0.2788065844,0.3878600823,0.2366255144,7,16,0.297,0.212,0.114,0.067,0.179,0.216,8,,18.14,1860,1299,a,17.1
5872,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.422,0.088,0.27,0.111,0.514,0.247,0.162,0.026,0,0.956,0.009,0.011,0.2155511811,0.3159448819,0.3553149606,0.1131889764,12,11,0.323,,0.125,0.104,,0.296,11,,51.57,6300,6360,b,24.1
5874,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.537,0.049,0.201,0.064,0.517,0.208,0.209,0.013,0.015,0.94,0.009,0.008,0.1263902932,0.4095045501,0.295247725,0.1688574317,8,10,0.333,0.259,0.121,0.074,,0.342,14,,23.96,,,a,12.1
5876,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.426,0.058,0.305,0.1,0.529,0.231,0.172,0.139,0.042,0.792,0.005,0.021,0.2145015106,0.3474320242,0.2678751259,0.1701913394,11,10,0.284,0.249,0.115,0.083,,0.292,13,,18.81,2270,1609,a,16.7
5879,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.551,0.063,0.127,0.046,0.495,0.231,0.141,0.101,0.005,0.86,0.012,0.005,0.09387351779,0.3241106719,0.3201581028,0.2618577075,10,9,0.26,0.194,0.072,0.07,0.234,0.222,12,1.7,16.27,2510,2570,b,14.7
5880,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.55,0.037,0.331,0.216,0.508,0.254,0.174,0.258,0.015,0.713,0.006,0.007,0.193867458,0.3086053412,0.3353115727,0.1622156281,17,13,0.3,,0.12,0.065,,0.285,10,,38.83,2829,1360,b,12.5
5881,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.59,0.038,0.229,0.114,0.503,0.202,0.244,0.02,0.008,0.972,0.004,0.002,0.1130952381,0.4305555556,0.2787698413,0.1775793651,11,11,0.288,,0.131,,,0.279,9,,,2089,2070,a,15.6
5883,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.485,0.061,0.178,0.062,0.496,0.23,0.158,0.037,0.02,0.908,0,0.013,0.08817635271,0.4589178357,0.3066132265,0.1462925852,10,10,0.301,0.201,0.101,0.076,0.191,0.289,13,,20.2,2789,2679,b,18.1
5885,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.501,0.051,0.137,0.037,0.513,0.223,0.146,0.031,0.009,0.924,0.005,0.029,0.06820461384,0.294884654,0.3159478435,0.3209628887,10,8,0.307,0.183,0.098,0.066,0.147,0.246,11,,10.77,1540,1100,b,11.2
5888,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.45,0.066,0.346,0.11,0.518,0.244,0.134,0.094,0.315,0.564,0.001,0.009,0.2050505051,0.3353535354,0.2898989899,0.1696969697,14,10,0.322,0.169,0.139,0.109,0.08,0.306,12,10.94,23.52,2500,1180,b,28.9
5889,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.568,0.053,0.104,0.069,0.498,0.247,0.146,0.038,0.004,0.925,0.002,0.019,0.09090909091,0.3606060606,0.3373737374,0.2111111111,11,8,0.305,0.127,0.072,0.049,0.185,0.229,13,,14.03,3489,9209,b,9
5891,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.535,0.053,0.123,0.051,0.505,0.259,0.161,0.018,0.005,0.967,0,0.007,0.06659939455,0.4268415742,0.331987891,0.1745711403,14,10,0.299,0.174,0.105,0.061,0.189,0.28,11,,15.66,3029,2089,b,11.4
5892,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.029,0.16,0.073,0.498,0.227,0.221,0.031,0.003,0.95,0,0.006,0.08625877633,0.334002006,0.3991975928,0.1805416249,12,11,0.273,0.143,0.102,0.051,0.192,0.266,12,,22.46,6450,1629,a,12.3
5893,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.403,0.028,0.283,0.122,0.405,0.21,0.156,0.3,0.101,0.59,0.008,0.017,0.1290640394,0.4009852217,0.3034482759,0.1665024631,10,9,0.294,,0.098,0.099,,0.285,10,,,1769,869,a,22.7
5894,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.521,0.049,0.115,0.047,0.491,0.218,0.193,0.024,0.001,0.945,0.015,0.011,0.09586276488,0.4339051463,0.2986881937,0.1715438951,10,14,0.267,0.196,0.09,0.085,0.263,0.218,11,,17.77,2609,1619,a,10.2
5895,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.516,0.036,0.173,0.081,0.511,0.233,0.153,0.022,0.005,0.95,0,0.008,0.09576612903,0.4274193548,0.2973790323,0.1794354839,12,9,0.318,0.212,0.102,0.078,0.212,0.19,13,,17.7,2560,1960,a,7.9
5897,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.516,0.048,0.167,0.074,0.501,0.219,0.192,0.022,0.005,0.869,0.078,0,0.09481037924,0.4600798403,0.2914171657,0.1536926148,10,11,0.346,0.209,0.103,0.071,0.269,0.248,11,,18.8,1890,1600,a,11.4
5898,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.493,0.061,0.211,0.05,0.509,0.207,0.183,0.012,0.103,0.858,0.003,0,0.1786427146,0.4211576846,0.249500998,0.1506986028,10,13,0.357,0.258,0.114,0.08,,0.313,14,,26.09,2969,2089,b,17.3
5899,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.539,0.036,0.154,0.062,0.502,0.227,0.208,0.108,0,0.881,0.006,0,0.1014056225,0.3815261044,0.3473895582,0.1696787149,12,13,0.333,0.159,0.108,0.074,0.216,0.3,11,,17.28,6479,1850,a,13.3
5902,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.369,0.084,0.19,0.063,0.504,0.241,0.154,0.012,0.001,0.962,0.009,0.001,0.2231075697,0.4183266932,0.25,0.1085657371,12,11,0.33,0.254,0.117,0.088,,0.332,13,,20.99,2630,2860,b,21.8
5905,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.588,0.049,0.127,0.036,0.51,0.199,0.179,0.02,0.009,0.945,0,0.009,0.05397148676,0.3533604888,0.3187372709,0.2739307536,8,8,0.255,0.106,0.085,0.06,0.205,0.18,12,,11.23,1609,1399,a,8.9
5907,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.416,0.061,0.39,0.18,0.504,0.331,0.105,0.048,0,0.297,0.657,0,0.1401015228,0.3512690355,0.3532994924,0.1553299492,21,12,0.364,0.276,0.12,0.053,0.183,0.29,11,,76.05,1629,1180,a,30.9
5908,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.422,0.031,0.231,0.095,0.5,0.288,0.179,0.031,0,0.639,0.32,0.009,0.1028684471,0.3857566766,0.3204747774,0.1909000989,18,10,0.317,0.18,0.114,0.058,0.222,0.258,12,,20.38,2310,919,a,23.1
5913,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.429,0.088,0.189,0.066,0.486,0.177,0.295,0.009,0.005,0.977,0.001,0.007,0.07470119522,0.3266932271,0.374501992,0.2241035857,7,5,0.327,,0.133,,,0.24,10,,,,,a,13.2
5915,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.403,0.073,0.218,0.071,0.511,0.201,0.221,0.029,0.028,0.919,0.012,0.007,0.1953441296,0.4534412955,0.2358299595,0.1153846154,11,16,0.347,0.173,0.15,0.08,,0.37,14,,35.39,1939,1940,a,19.4
5919,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.43,0.052,0.326,0.164,0.506,0.253,0.175,0.187,0.205,0.58,0.005,0.015,0.2014098691,0.3816717019,0.2527693857,0.1641490433,12,12,0.315,,0.122,0.081,,0.279,9,,50.88,16729,16740,b,18.6
5921,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.37,0.055,0.376,0.189,0.426,0.211,0.146,0.203,0.195,0.594,0.005,0.012,0.2329038652,0.3627353816,0.296333003,0.1080277502,12,10,0.309,,0.105,0.073,,0.275,9,,31.12,4049,6870,b,21.4
5923,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.493,0.067,0.167,0.065,0.511,0.238,0.135,0.249,0.086,0.465,0.014,0.155,0.1059535822,0.1775983855,0.3148335015,0.4016145308,11,7,0.24,0.115,0.076,0.067,0.189,0.169,8,8.01,7.09,1300,1120,b,11.1
5924,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.32,0.079,0.197,0.106,0.435,0.16,0.194,0.136,0.037,0.794,0.022,0.002,0.126746507,0.3972055888,0.3243512974,0.1516966068,8,12,0.227,0.27,0.087,0.086,0.133,0.192,13,4.57,12.72,3679,2149,b,19
5925,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.335,0.081,0.319,0.157,0.487,0.147,0.324,0.182,0.003,0.761,0.021,0.011,0.06910167818,0.3593287266,0.3109575518,0.2606120434,6,9,0.249,0.211,0.089,0.121,0.116,0.242,10,,,,1860,b,21.7
5932,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.599,0.042,0.145,0.101,0.474,0.155,0.16,0.059,0,0.916,0.007,0,0.03677932406,0.2236580517,0.3270377734,0.4125248509,9,7,0.159,0.184,0.047,0.119,0.23,0.167,13,,19.4,3030,,b,8.5
5937,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.356,0.08,0.293,0.109,0.516,0.225,0.198,0.01,0.415,0.569,0.001,0,0.2502472799,0.3738872404,0.2611275964,0.1147378833,11,11,0.344,0.266,0.145,0.121,0.084,0.339,11,18.28,31.14,6529,4350,b,22.6
5938,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.43,0.054,0.201,0.079,0.472,0.224,0.155,0.02,0.071,0.892,0.004,0.013,0.1214859438,0.4196787149,0.266064257,0.1927710843,12,11,0.295,0.317,0.12,0.091,0.235,0.259,10,,14.51,3799,2519,b,13.8
5939,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.56,0.036,0.11,0.03,0.507,0.247,0.142,0.031,0.036,0.895,0.009,0.021,0.05215646941,0.2698094283,0.3560682046,0.3219658977,13,8,0.288,0.158,0.081,0.078,0.189,0.242,11,1.74,8.63,1489,1590,b,9.8
5941,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.437,0.057,0.349,0.112,0.5,0.275,0.146,0.175,0.225,0.576,0.018,0.007,0.2773359841,0.3638170974,0.2326043738,0.1262425447,14,10,0.328,0.241,0.13,0.113,0.123,0.306,12,7.7,23.16,4200,1920,a,24
5943,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.455,0.056,0.234,0.082,0.501,0.247,0.12,0.051,0.023,0.902,0,0,0.1895874263,0.4361493124,0.2691552063,0.105108055,10,8,0.29,0.454,0.107,0.09,,0.405,13,,37.84,8470,2820,a,14.2
5946,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.503,0.046,0.11,0.041,0.503,0.256,0.147,0.023,0.008,0.954,0.004,0.003,0.06686930091,0.358662614,0.3313069909,0.2431610942,10,9,0.286,0.286,0.079,0.075,0.211,0.258,9,,15.13,2569,1490,b,10.3
5949,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.518,0.06,0.186,0.078,0.502,0.241,0.157,0.015,0.011,0.955,0,0.01,0.1349206349,0.3472222222,0.3363095238,0.181547619,12,10,0.333,0.278,0.105,0.073,0.14,0.288,11,1.9,22.77,2360,1459,a,10.2
5954,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.523,0.054,0.148,0.075,0.487,0.231,0.169,0.022,0.004,0.957,0,0.003,0.1098562628,0.4414784394,0.3008213552,0.1478439425,10,7,0.31,0.198,0.101,0.083,0.203,0.281,14,,20.49,2649,4190,b,9
5958,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.488,0.061,0.179,0.079,0.502,0.268,0.116,0.026,0.015,0.936,0.013,0.012,0.1313432836,0.4348258706,0.2825870647,0.1512437811,14,8,0.36,0.34,0.125,0.07,0.177,0.274,11,,20.66,6740,6629,b,16
5959,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.481,0.056,0.178,0.055,0.507,0.184,0.2,0.012,0,0.96,0.005,0.008,0.1128871129,0.3276723277,0.4025974026,0.1568431568,10,12,0.34,0.222,0.133,0.094,0.222,0.213,11,,9.55,1319,1160,a,16.3
5961,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.585,0.033,0.281,0.153,0.501,0.222,0.212,0.014,0,0.855,0.103,0.011,0.07265388496,0.3804238143,0.3582240161,0.1886982846,11,12,0.276,0.171,0.094,0.052,0.213,0.282,11,,23.29,3810,1869,b,11.8
5963,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.419,0.071,0.244,0.06,0.504,0.212,0.192,0.038,0.02,0.907,0.003,0.011,0.210739615,0.4204660588,0.2573454914,0.1114488349,11,12,0.347,0.365,0.144,0.082,,0.349,13,5.4,26.45,2820,3219,a,18.9
5964,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.447,0.075,0.257,0.077,0.528,0.254,0.113,0.017,0.695,0.273,0.016,0.01,0.1494591937,0.2468043265,0.3303834808,0.273352999,14,9,0.368,0.214,0.143,0.162,0.136,0.344,12,20.28,19.81,1230,1310,b,24
5965,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.51,0.031,0.369,0.171,0.484,0.315,0.095,0.533,0.029,0.356,0.021,0.072,0.357,0.253,0.268,0.122,19,6,0.296,,0.093,0.074,,0.27,10,,23.38,3690,3180,a,14.3
5966,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Farm-dependent,0.449,0.055,0.202,0.082,0.513,0.215,0.17,0.013,0.338,0.628,0,0,0.1530912659,0.3729146222,0.3405299313,0.1334641806,9,9,0.338,,0.126,0.099,,0.287,12,,29.73,11649,11860,a,17
5967,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.679,0.036,0.258,0.146,0.418,0.161,0.173,0.151,0,0.821,0.014,0.012,0.07807807808,0.3323323323,0.2952952953,0.2942942943,4,6,0.206,,0.062,,,0.174,11,,,,689,a,15
5968,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.539,0.061,0.21,0.08,0.516,0.245,0.129,0.081,0.229,0.627,0.003,0.014,0.1061061061,0.2872872873,0.3153153153,0.2912912913,14,9,0.317,0.218,0.11,0.086,0.147,0.261,9,17,12.18,1279,1359,a,18.5
5969,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.505,0.035,0.28,0.138,0.512,0.253,0.216,0.014,0.001,0.97,0.009,0.002,0.1602434077,0.4117647059,0.2657200811,0.1622718053,12,8,0.316,,0.113,0.062,,0.276,10,,,4060,1019,a,19.5
5970,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.368,0.078,0.263,0.149,0.496,0.322,0.121,0.047,0,0.467,0.46,0.003,0.1627906977,0.3134479272,0.3306370071,0.193124368,15,8,0.25,0.095,0.106,0.063,0.066,0.263,9,,46.43,1239,1490,a,28
5971,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.494,0.042,0.294,0.153,0.504,0.27,0.13,0.461,0.039,0.49,0.02,0.008,0.2163509472,0.2642073779,0.3599202393,0.1595214357,14,8,0.283,0.151,0.089,0.089,,0.271,9,,17.05,2349,2090,a,16.7
5973,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.567,0.032,0.083,0.031,0.503,0.26,0.108,0.098,0.039,0.725,0.007,0.098,0.01862745098,0.08725490196,0.1156862745,0.7784313725,17,5,0.256,,0.099,0.073,,0.202,13,,14.64,349,339,a,4
5977,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.531,0.054,0.116,0.068,0.5,0.208,0.213,0.028,0.007,0.951,0.015,0,0.074222668,0.3049147442,0.3761283852,0.2447342026,12,12,0.281,0.178,0.084,0.058,0.198,0.233,12,,13.9,1820,1729,b,11.4
5978,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.37,0.065,0.338,0.134,0.504,0.216,0.221,0.167,0.016,0.787,0.017,0.005,0.1806256307,0.4117053481,0.2855701312,0.12209889,10,19,0.278,,0.115,0.094,,0.323,10,,39.42,4350,2189,b,22.8
5979,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.407,0.079,0.23,0.063,0.514,0.215,0.195,0.02,0.036,0.921,0.002,0.004,0.2161354582,0.438247012,0.2241035857,0.1215139442,10,15,0.331,0.236,0.122,0.095,,0.366,13,5.62,31.46,4380,1840,b,22.5
5980,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.548,0.023,0.153,0.073,0.489,0.231,0.212,0.017,0,0.969,0,0.007,0.1094527363,0.3412935323,0.3084577114,0.2407960199,12,8,0.323,0.128,0.096,0.025,0.197,0.263,10,,,,2009,a,11.3
5981,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.554,0.071,0.102,0.044,0.514,0.183,0.167,0.023,0.011,0.918,0.018,0.02,0.06625891947,0.2324159021,0.2629969419,0.4383282365,7,8,0.221,0.141,0.058,0.069,0.228,0.193,10,,7.99,2030,1050,b,10.5
5983,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.483,0.043,0.161,0.045,0.522,0.213,0.168,0.053,0.294,0.608,0.01,0.027,0.1273261508,0.2810969638,0.2879529873,0.3036238981,12,11,0.277,0.179,0.113,0.093,0.174,0.251,14,9.6,5.96,1059,890,a,18.7
5986,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.445,0.06,0.135,0.05,0.456,0.196,0.143,0.025,0.062,0.909,0.01,0,0.1271271271,0.4154154154,0.3033033033,0.1541541542,10,9,0.289,0.184,0.085,0.06,0.187,0.242,13,,13.78,3519,1989,b,11.9
5988,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.383,0.076,0.157,0.04,0.437,0.191,0.162,0.032,0.095,0.858,0,0.012,0.2281407035,0.3497487437,0.3326633166,0.08944723618,11,11,0.309,,0.09,0.081,,0.292,14,,17.69,9530,2789,b,18.3
5992,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.456,0.059,0.222,0.086,0.504,0.226,0.169,0.011,0.006,0.971,0.001,0.001,0.2097415507,0.4522862823,0.2385685885,0.09940357853,10,11,0.374,0.257,0.117,0.069,,0.331,12,,20.84,6239,12379,a,18.3
5993,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.397,0.057,0.321,0.136,0.511,0.197,0.247,0.079,0.014,0.882,0.007,0.006,0.1361361361,0.3383383383,0.2682682683,0.2572572573,10,13,0.301,,0.139,0.087,,0.249,13,,20.07,2700,1809,a,16
5995,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.381,0.075,0.205,0.055,0.513,0.246,0.168,0,0,0.972,0.011,0,0.2146490336,0.4384537131,0.2472024415,0.0996948118,11,11,0.299,0.247,0.099,0.086,,0.324,13,8.6,23.04,3120,3539,a,21.7
5998,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.471,0.052,0.221,0.091,0.465,0.245,0.14,0.05,0.029,0.901,0,0.008,0.1686746988,0.4307228916,0.2168674699,0.1837349398,13,9,0.304,,0.103,0.062,,0.277,10,,19.33,3929,3119,a,15.2
5999,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.501,0.06,0.215,0.09,0.51,0.287,0.095,0.054,0.168,0.745,0.005,0.006,0.09929078014,0.3576494428,0.3059777102,0.2370820669,13,6,0.273,0.2,0.12,0.072,0.113,0.243,13,1.2,12.99,6989,8039,a,7.9
